update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
382,replay,4000,0.2756,1.000,-0.0637,0.60
383,replay,4000,0.0532,1.000,-0.0636,0.60
384,replay,4000,0.2249,1.000,-0.0636,0.60
385,replay,4000,0.3678,1.000,-0.0634,0.60
386,es_step,4000,0.0000,1.000,-0.0634,2.56
387,es_step,4000,0.0000,1.000,-0.0634,2.56
388,es_step,4000,0.0000,1.000,-0.0634,2.57
389,replay,4000,-0.0997,1.000,-0.0634,0.60
390,replay,4000,0.3347,1.000,-0.0634,0.60
391,replay,4000,-0.0225,1.000,-0.0638,0.60
392,replay,4000,0.2395,1.000,-0.0636,0.60
393,es_step,4000,0.0068,1.000,-0.0636,2.55
394,replay,4000,0.1841,1.000,-0.0638,0.60
395,replay,4000,0.0553,1.000,-0.0642,0.60
396,replay,4000,0.2405,1.000,-0.0639,0.60
397,replay,4000,0.2506,1.000,-0.0637,0.60
398,replay,4000,0.1362,1.000,-0.0644,0.60
399,replay,4000,0.2681,1.000,-0.0645,0.60
400,replay,4000,0.3042,1.000,-0.0648,0.60
401,replay,4000,0.1857,1.000,-0.0645,0.60
402,es_step,4000,0.0074,1.000,-0.0645,2.55
403,replay,4000,0.1991,1.000,-0.0646,0.61
404,replay,4000,0.2179,1.000,-0.0644,0.60
405,replay,4000,-0.1404,1.000,-0.0646,0.60
406,replay,4000,0.2825,1.000,-0.0643,0.60
407,replay,4000,0.1780,1.000,-0.0640,0.60
408,replay,4000,0.2633,1.000,-0.0637,0.60
409,replay,4000,0.1933,1.000,-0.0636,0.60
410,replay,4000,0.1604,1.000,-0.0633,0.60
411,replay,4000,0.2086,1.000,-0.0630,0.60
412,replay,4000,0.2301,1.000,-0.0628,0.60
413,replay,4000,0.2220,1.000,-0.0628,0.60
414,replay,4000,0.2221,1.000,-0.0622,0.60
415,replay,4000,0.1072,1.000,-0.0623,0.60
416,es_step,4000,0.0154,1.000,-0.0622,2.56
417,replay,4000,0.3215,1.000,-0.0617,0.60
418,replay,4000,-0.0295,1.000,-0.0617,0.60
419,replay,4000,0.3220,1.000,-0.0615,0.60
420,es_step,4000,0.0107,1.000,-0.0613,2.56
421,es_step,4000,0.0297,1.000,-0.0613,2.56
422,replay,4000,0.2610,1.000,-0.0613,0.60
423,replay,4000,0.2892,1.000,-0.0611,0.60
424,replay,4000,0.3190,1.000,-0.0609,0.60
425,replay,4000,0.1726,1.000,-0.0613,0.60
426,replay,4000,0.0780,1.000,-0.0614,0.60
427,replay,4000,0.2006,1.000,-0.0613,0.60
428,replay,4000,0.2606,1.000,-0.0611,0.60
429,replay,4000,0.1839,1.000,-0.0612,0.60
430,replay,4000,0.2384,1.000,-0.0610,0.60
431,es_step,4000,0.1092,1.000,-0.0610,2.56
432,replay,4000,0.0944,1.000,-0.0613,0.60
433,replay,4000,0.1593,1.000,-0.0612,0.60
434,replay,4000,0.3366,1.000,-0.0608,0.60
435,replay,4000,0.2849,1.000,-0.0605,0.60
436,replay,4000,0.1213,1.000,-0.0601,0.60
437,replay,4000,0.2262,1.000,-0.0602,0.60
438,replay,4000,0.1947,1.000,-0.0601,0.60
439,replay,4000,0.0725,1.000,-0.0601,0.60
440,replay,4000,0.1983,1.000,-0.0600,0.60
441,replay,4000,0.2453,1.000,-0.0599,0.60
442,es_step,4000,0.0154,1.000,-0.0597,2.56
443,replay,4000,0.2083,1.000,-0.0596,0.60
444,replay,4000,0.2532,1.000,-0.0594,0.60
445,replay,4000,0.1612,1.000,-0.0594,0.60
446,replay,4000,0.0878,1.000,-0.0598,0.60
447,replay,4000,0.1041,1.000,-0.0597,0.60
448,replay,4000,0.1081,1.000,-0.0594,0.60
449,es_step,4000,0.0145,1.000,-0.0594,2.56
450,replay,4000,0.2431,1.000,-0.0595,0.60
451,replay,4000,0.1535,1.000,-0.0593,0.60
452,replay,4000,0.2209,1.000,-0.0594,0.60
453,replay,4000,0.2159,1.000,-0.0594,0.60
454,replay,4000,0.3099,1.000,-0.0588,0.60
455,es_step,4000,0.0397,1.000,-0.0588,2.56
456,replay,4000,0.2347,1.000,-0.0588,0.60
457,es_step,4000,0.0085,1.000,-0.0588,2.56
458,replay,4000,0.1997,1.000,-0.0587,0.60
459,es_step,4000,0.0216,1.000,-0.0586,2.56
460,es_step,4000,0.0278,1.000,-0.0586,2.56
461,replay,4000,0.1991,1.000,-0.0585,0.60
462,replay,4000,0.2086,1.000,-0.0585,0.60
463,replay,4000,0.2445,1.000,-0.0580,0.60
464,replay,4000,-0.1526,1.000,-0.0581,1.35
465,replay,4000,0.2381,1.000,-0.0578,0.60
466,replay,4000,0.0968,1.000,-0.0577,0.60
467,replay,4000,0.1256,1.000,-0.0576,0.60
468,replay,4000,0.2629,1.000,-0.0573,0.60
469,replay,4000,0.1581,1.000,-0.0574,0.60
470,replay,4000,-0.0911,1.000,-0.0576,0.60
471,replay,4000,0.1372,1.000,-0.0580,0.60
472,replay,4000,0.2196,1.000,-0.0576,0.60
473,replay,4000,0.0987,1.000,-0.0578,0.60
474,replay,4000,0.1466,1.000,-0.0574,0.60
475,replay,4000,0.2269,1.000,-0.0571,0.60
476,es_step,4000,0.0335,1.000,-0.0571,2.56
477,es_step,4000,0.0210,1.000,-0.0571,2.56
478,replay,4000,0.2271,1.000,-0.0567,0.61
479,replay,4000,0.1824,1.000,-0.0570,0.60
480,replay,4000,0.2567,1.000,-0.0571,0.60
481,replay,4000,0.2505,1.000,-0.0569,0.60
482,replay,4000,0.1424,1.000,-0.0572,0.60
483,replay,4000,0.0738,1.000,-0.0573,0.60
484,es_step,4000,0.0989,1.000,-0.0573,2.56
485,es_step,4000,0.0971,1.000,-0.0573,2.56
486,replay,4000,0.1449,1.000,-0.0574,0.61
487,es_step,4000,0.0629,1.000,-0.0574,2.56
488,replay,4000,0.1065,1.000,-0.0576,0.60
489,replay,4000,0.0837,1.000,-0.0579,0.60
490,replay,4000,0.1776,1.000,-0.0582,0.60
491,replay,4000,0.1357,1.000,-0.0580,0.60
492,es_step,4000,0.0000,1.000,-0.0579,2.56
493,replay,4000,-0.0977,1.000,-0.0583,0.61
