update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
99,replay,2240,0.1237,1.000,-0.0096,0.59
100,replay,2240,0.0265,1.000,-0.0113,0.59
101,es_step,2272,0.0000,1.000,-0.0111,1.19
102,replay,2272,0.1262,1.000,-0.0120,0.59
103,replay,2272,0.1811,1.000,-0.0122,0.59
104,replay,2272,0.3067,1.000,-0.0127,0.59
105,es_step,2304,0.0000,1.000,-0.0125,1.19
106,replay,2304,0.1893,1.000,-0.0130,0.59
107,replay,2304,0.1928,1.000,-0.0132,0.59
108,es_step,2336,0.0000,1.000,-0.0130,1.19
109,replay,2336,0.1803,1.000,-0.0120,0.59
110,replay,2336,0.2301,1.000,-0.0114,0.59
111,replay,2336,0.3117,1.000,-0.0118,0.59
112,replay,2336,0.1838,1.000,-0.0120,0.59
113,replay,2336,0.0857,1.000,-0.0134,0.59
114,es_step,2368,0.0000,1.000,-0.0133,1.20
115,replay,2368,0.4478,1.000,-0.0126,0.59
116,replay,2368,0.1385,1.000,-0.0144,0.59
117,replay,2368,0.2719,1.000,-0.0149,0.59
118,replay,2368,0.3070,1.000,-0.0152,0.59
119,es_step,2400,0.0000,1.000,-0.0150,1.19
120,replay,2400,0.1116,1.000,-0.0160,0.59
121,es_step,2432,0.0000,1.000,-0.0158,1.20
122,es_step,2464,0.0000,1.000,-0.0156,1.19
123,replay,2464,0.1062,1.000,-0.0153,0.59
124,replay,2464,-0.1062,1.000,-0.0164,0.59
125,es_step,2496,0.0000,1.000,-0.0162,1.19
126,replay,2496,0.3900,1.000,-0.0161,0.59
127,replay,2496,0.3276,1.000,-0.0165,0.59
128,replay,2496,0.2093,1.000,-0.0176,0.59
129,replay,2496,0.1045,1.000,-0.0190,0.59
130,replay,2496,0.2705,1.000,-0.0185,0.59
131,replay,2496,0.1858,1.000,-0.0192,0.59
132,replay,2496,0.1734,1.000,-0.0195,0.59
133,replay,2496,0.1246,1.000,-0.0212,0.59
134,replay,2496,0.2994,1.000,-0.0212,0.59
135,replay,2496,0.1555,1.000,-0.0226,0.59
136,replay,2496,0.1824,1.000,-0.0226,0.59
137,es_step,2528,0.0285,1.000,-0.0220,1.19
138,replay,2528,0.1248,1.000,-0.0218,0.59
139,replay,2528,-0.0430,1.000,-0.0234,0.59
140,replay,2528,0.4157,1.000,-0.0221,0.59
141,replay,2528,0.0594,1.000,-0.0226,0.59
142,es_step,2560,0.0000,1.000,-0.0223,1.19
143,es_step,2592,0.0000,1.000,-0.0221,1.19
144,es_step,2624,0.0000,1.000,-0.0218,1.19
145,replay,2624,0.1856,1.000,-0.0225,0.59
146,replay,2624,0.2114,1.000,-0.0219,0.59
